transaction_date,region,product_category,channel,customer_segment,transaction_amount,monthly_active_users,churn_flag,support_tickets,marketing_spend
2023-10-29,Central,Savings,Mobile App,Business,4822.33,2125,0,7,15162.43
2024-10-02,Central,Loans,Mobile App,Student,4505.69,1346,0,3,13251.14
2024-07-11,South,Mortgages,Online,Business,50.0,2486,0,0,11369.83
2024-11-09,South,Insurance,Mobile App,Student,7471.7,2173,0,18,19728.9
2024-09-06,South,Savings,Online,Student,245.83,2417,0,15,16370.3
2023-04-03,South,Insurance,Branch,Student,1007.13,3507,0,6,7266.79
2023-09-18,Central,Loans,ATM,Student,2763.76,3832,0,1,32233.63
2024-05-13,East,Insurance,Online,Business,900.47,2168,0,16,27556.88
2024-05-12,Central,Mortgages,Online,Premium,4291.49,3902,0,6,46323.64
2024-12-16,West,Credit Cards,ATM,Retail,596.31,2267,0,13,30118.75
2023-04-24,Central,Insurance,Online,Retail,505.94,4567,0,20,45745.63
2024-12-20,South,Insurance,Online,Business,275.58,794,0,13,20678.82
2023-04-19,East,Insurance,Mobile App,Premium,2881.8,1332,0,8,14140.46
2024-04-25,East,Loans,Branch,Premium,108.78,1388,0,13,4237.4
2023-10-08,West,Insurance,Online,Student,3140.4,4743,1,16,45522.96
2023-08-14,Central,Savings,Branch,Student,1031.01,546,0,4,19831.96
2024-10-05,East,Insurance,ATM,Student,196.1,2501,0,1,22589.23
2023-06-03,West,Savings,Mobile App,Retail,3092.1,4011,1,7,49785.92
2023-04-01,South,Loans,Branch,Retail,594.09,1283,0,3,38610.88
2023-12-08,North,Credit Cards,Branch,Premium,227.85,3389,0,5,15521.04
2023-12-26,North,Savings,Branch,Retail,6791.73,2854,0,2,26637.3
2023-04-06,West,Credit Cards,Online,Student,1212.66,1887,0,3,46731.16
2023-12-21,East,Savings,Mobile App,Student,940.04,4545,0,6,46459.91
2024-06-06,Central,Loans,ATM,Business,500.21,2611,0,0,45759.47
2024-12-06,North,Credit Cards,ATM,Business,151.09,4136,0,16,20294.42
2023-10-15,North,Savings,Online,Business,2062.6,3623,0,5,18074.94
2024-01-05,East,Insurance,Branch,Premium,628.41,1537,0,18,30744.89
2023-03-22,East,Mortgages,Branch,Retail,2970.57,4123,0,17,19154.04
2023-03-29,West,Loans,Online,Student,8399.96,2125,0,7,7957.88
2023-12-23,North,Loans,Mobile App,Business,1831.2,2293,0,8,34907.37
2024-09-27,Central,Credit Cards,ATM,Business,1130.09,3210,0,17,2117.98
2024-12-29,South,Credit Cards,ATM,Retail,3208.49,1613,0,8,15255.11
2023-05-14,Central,Insurance,Online,Premium,898.78,2511,0,12,36207.79
2023-09-01,North,Loans,Branch,Student,24496.12,2190,0,13,13419.89
2024-10-31,Central,Loans,Branch,Business,442.41,741,0,18,48404.79
2023-08-17,West,Savings,ATM,Premium,501.34,1937,0,6,45303.2
2024-09-03,North,Savings,Mobile App,Premium,212.35,791,0,6,9223.67
2024-11-27,Central,Credit Cards,Mobile App,Retail,3109.9,3325,0,0,42865.82
2024-06-09,Central,Loans,Online,Student,11859.39,378,0,14,45494.42
2024-02-09,Central,Loans,Branch,Student,653.31,2150,0,15,41941.55
2024-05-09,North,Credit Cards,Branch,Student,867.74,306,1,14,16590.06
2023-02-22,North,Insurance,Online,Premium,897.64,160,0,4,14771.87
2023-08-06,East,Insurance,ATM,Business,3530.37,4960,0,4,44377.55
2023-03-27,North,Savings,Online,Business,322.52,4981,0,19,47553.1
2023-08-04,Central,Loans,Branch,Retail,765.32,4148,0,2,16913.37
2023-12-28,West,Insurance,Online,Retail,279.44,3647,1,13,27797.4
2023-04-01,South,Loans,Online,Business,9363.58,4825,1,18,27444.6
2023-11-05,North,Loans,Online,Premium,4256.08,948,0,6,34114.54
2023-06-04,West,Savings,Mobile App,Retail,711.94,841,0,9,29055.61
2024-06-13,North,Credit Cards,Branch,Premium,63.65,3175,0,9,18942.31
2023-06-26,West,Insurance,Mobile App,Student,1821.96,1016,0,1,49961.84
2024-02-16,East,Loans,ATM,Retail,658.42,3153,0,12,4993.69
2023-12-30,North,Mortgages,Online,Retail,2146.21,4782,0,2,3284.51
2023-11-15,North,Credit Cards,Online,Business,93.82,667,0,0,12336.11
2023-08-01,East,Credit Cards,Online,Premium,1396.55,1002,0,7,11825.87
2024-05-05,South,Savings,Online,Retail,538.61,1461,0,15,46980.27
2023-03-31,East,Loans,ATM,Business,3507.18,2084,0,1,46029.95
2023-10-31,West,Mortgages,Branch,Student,265.6,2027,0,14,42275.92
2024-03-19,South,Savings,Online,Retail,265.27,2671,0,13,22248.5
2023-06-21,North,Insurance,Mobile App,Business,24873.16,1068,0,11,1777.54
2024-06-15,South,Mortgages,Mobile App,Business,105320.53,3798,1,8,39456.7
2024-03-24,East,Mortgages,ATM,Student,364.53,3093,1,15,6066.88
2023-02-12,East,Loans,Branch,Business,854.95,2865,0,7,27500.1
2024-12-17,Central,Insurance,ATM,Business,369.01,4917,0,13,20136.12
2024-11-21,West,Credit Cards,Branch,Premium,3261.89,642,0,19,33142.33
2024-09-10,Central,Insurance,Mobile App,Business,1119.22,685,0,19,7653.46
2024-02-11,Central,Credit Cards,ATM,Retail,225.54,3963,0,18,13326.57
2023-08-12,Central,Savings,Branch,Business,815.35,2646,0,8,17599.31
2024-01-21,Central,Loans,Mobile App,Student,2171.16,1539,0,6,49850.6
2023-04-03,South,Credit Cards,Online,Student,431.18,3273,0,2,38933.66
2023-11-02,Central,Credit Cards,Online,Business,1824.45,4520,1,3,10457.86
2024-07-09,South,Savings,Mobile App,Retail,341.38,3797,0,15,15343.19
2024-10-08,North,Savings,ATM,Student,29532.92,1661,0,16,39360.73
2023-12-24,East,Savings,Online,Business,695.48,2925,0,5,5995.98
2023-06-28,North,Mortgages,ATM,Business,4014.02,4436,0,12,26769.24
2023-06-23,West,Insurance,Online,Business,1788.52,510,0,0,17692.62
2024-03-12,North,Mortgages,Mobile App,Student,4070.45,3221,0,18,30652.56
2024-02-20,Central,Loans,Mobile App,Premium,3077.55,3035,0,2,27354.08
2024-10-13,North,Credit Cards,ATM,Business,167.62,308,0,9,6284.37
2024-06-21,North,Loans,Online,Retail,105.74,3650,0,6,28075.65
2024-11-17,East,Savings,Mobile App,Premium,3856.05,2708,0,5,35753.33
2024-02-20,South,Credit Cards,Online,Premium,78.37,1195,0,0,37118.41
2023-03-13,North,Insurance,ATM,Premium,997.81,2636,0,9,47839.75
2024-10-08,Central,Savings,Online,Business,419.66,4376,0,12,23099.41
2024-09-15,North,Credit Cards,Branch,Student,29498.41,2317,0,2,49291.84
2023-04-06,Central,Credit Cards,Branch,Retail,365.86,169,0,16,38246.39
2024-02-23,Central,Mortgages,Mobile App,Student,215.72,3668,0,15,18468.07
2024-03-18,South,Mortgages,ATM,Student,9090.04,156,0,2,45696.45
2023-05-25,North,Savings,Online,Business,42752.6,4822,1,9,30614.17
2023-08-16,South,Mortgages,ATM,Business,50.0,4131,0,1,45747.56
2024-11-20,North,Insurance,Mobile App,Student,73.55,4991,0,13,27869.76
2023-03-19,South,Credit Cards,Mobile App,Retail,311.1,4693,0,1,6098.13
2023-01-28,North,Mortgages,Mobile App,Premium,820.38,4586,0,15,43572.73
2023-05-18,North,Savings,ATM,Retail,1059.07,2783,0,0,34548.3
2024-01-11,Central,Insurance,Mobile App,Student,61396.0,1711,0,15,46860.16
2023-08-22,Central,Insurance,Mobile App,Student,321.31,970,0,9,9169.42
2023-08-21,South,Loans,Branch,Retail,1606.69,769,1,1,1738.7
2023-03-29,North,Mortgages,Online,Student,268.58,1918,0,9,41978.99
2024-02-13,North,Loans,Online,Premium,333.13,4964,0,1,8165.77
2024-12-19,North,Insurance,Branch,Student,876.03,4248,0,9,4454.64
2024-09-28,North,Credit Cards,ATM,Business,3381.95,3248,0,7,30200.54
2024-08-04,South,Savings,ATM,Student,1937.95,4022,0,8,27510.33
2023-11-24,South,Mortgages,Mobile App,Student,3050.94,2135,1,15,32170.85
2023-08-28,East,Insurance,Online,Student,4151.7,3482,0,13,24831.33
2024-05-15,East,Credit Cards,Mobile App,Premium,1357.09,3166,0,14,10868.59
2023-09-26,North,Mortgages,Mobile App,Premium,3916.15,4668,0,15,6479.73
2023-12-26,North,Insurance,Branch,Retail,444.69,806,0,14,22915.74
2023-09-22,South,Insurance,ATM,Retail,50.0,362,1,18,35453.08
2023-10-26,North,Loans,Online,Premium,3169.67,486,0,10,23270.75
2024-08-26,West,Insurance,ATM,Premium,1254.89,3650,0,3,40387.67
2023-06-28,South,Loans,Online,Retail,1803.57,3098,0,9,30786.69
2023-09-18,South,Loans,ATM,Premium,2398.59,4709,0,6,31416.85
2023-09-27,East,Mortgages,Branch,Retail,66.66,3718,0,12,3955.37
2023-01-12,South,Loans,Mobile App,Retail,306.6,3762,0,15,36714.5
2023-09-29,North,Savings,Mobile App,Student,4942.52,4421,0,0,2685.02
2024-05-29,West,Savings,Online,Premium,6456.67,4632,0,12,49846.76
2023-05-19,North,Credit Cards,ATM,Student,176.03,4724,0,17,39945.05
2023-05-20,West,Savings,Online,Retail,2681.75,314,0,2,7911.01
2023-04-14,Central,Insurance,Branch,Business,3407.48,4361,0,11,34817.78
2023-07-09,West,Credit Cards,ATM,Premium,290.37,1863,0,14,35100.82
2024-03-18,North,Loans,Mobile App,Premium,955.56,4635,0,11,31701.39
2023-01-26,East,Mortgages,ATM,Premium,329.6,924,0,17,14117.73
2023-03-28,West,Loans,Branch,Business,3609.47,3610,0,19,1141.88
2023-01-26,North,Loans,Mobile App,Retail,9943.07,4210,0,20,46453.99
2024-02-13,East,Savings,Branch,Student,4833.88,2349,0,4,7295.94
2023-09-09,South,Credit Cards,Mobile App,Student,247.89,4914,0,9,27114.78
2023-02-19,North,Loans,Online,Retail,640.97,2234,0,18,6308.15
2024-08-07,East,Mortgages,Mobile App,Student,4130.08,4839,0,1,7899.41
2024-10-08,East,Savings,Mobile App,Premium,6211.0,3408,0,13,13232.68
2023-11-01,Central,Mortgages,ATM,Student,967.4,1449,0,18,11270.68
2023-11-23,South,Insurance,Online,Retail,377.66,4224,0,17,36902.14
2024-01-10,South,Credit Cards,ATM,Premium,50.0,4648,0,2,11696.57
2024-02-03,South,Insurance,Mobile App,Business,1458.09,4833,0,7,43910.45
2024-06-26,North,Mortgages,ATM,Retail,282.95,3532,0,4,1304.01
2023-04-25,North,Loans,ATM,Premium,347.65,549,0,14,30771.97
2023-04-15,North,Savings,Mobile App,Student,4160.67,4989,0,1,20808.64
2024-09-16,South,Credit Cards,Online,Premium,186.73,1606,0,14,21749.12
2023-11-11,South,Loans,Branch,Business,50.0,442,0,3,42515.76
2023-02-28,North,Savings,Branch,Student,770.7,3923,0,18,6212.93
2023-07-30,West,Mortgages,Branch,Retail,16303.5,2228,0,9,33785.27
2023-04-10,Central,Loans,Branch,Student,3190.94,440,0,8,15842.2
2023-12-27,East,Loans,Branch,Student,151.27,3708,0,8,5155.75
2023-08-31,West,Mortgages,Online,Student,1462.1,1689,0,2,38203.77
2024-03-21,North,Insurance,Online,Premium,1581.12,1142,0,9,45649.13
2024-05-21,South,Insurance,Online,Premium,143.18,1794,0,19,40462.44
2024-11-19,South,Insurance,ATM,Retail,781.22,3211,0,11,43404.65
2024-03-11,South,Mortgages,Mobile App,Premium,564.72,4062,0,1,4923.57
2024-04-30,South,Insurance,ATM,Student,221.78,4863,0,6,20576.26
2024-06-20,West,Loans,Online,Premium,339.28,1733,0,8,39484.12
2024-07-06,South,Credit Cards,Branch,Business,419.53,1412,0,10,9962.96
2024-07-14,North,Savings,Online,Student,22942.85,2450,0,7,32739.36
2023-02-09,South,Insurance,Online,Business,3353.19,149,0,11,4042.13
2023-09-17,East,Loans,Online,Premium,2160.56,2139,0,8,24558.67
2023-10-11,West,Loans,Branch,Premium,284.18,1535,0,0,22821.93
2023-03-04,North,Mortgages,Mobile App,Retail,6721.13,2483,0,9,9310.36
2023-03-17,East,Loans,ATM,Student,26057.89,3205,0,11,29973.06
2024-08-20,North,Savings,Online,Business,2994.95,4259,0,8,19542.0
2024-09-02,South,Insurance,Branch,Retail,107.36,2235,0,11,11941.72
2023-04-19,South,Credit Cards,Online,Student,235.85,929,1,18,4231.83
2023-03-07,South,Mortgages,Online,Premium,7151.77,3723,0,9,24984.51
2023-10-06,North,Insurance,Branch,Business,214.11,1096,0,8,14217.97
2023-01-08,North,Mortgages,ATM,Retail,1076.73,4756,0,13,2835.18
2024-05-26,North,Loans,Branch,Retail,2316.92,2038,0,2,36548.12
2023-12-18,North,Loans,Mobile App,Retail,50.0,364,0,12,3899.28
2024-11-18,Central,Insurance,ATM,Retail,50.0,1849,0,8,8529.73
2023-03-06,South,Savings,Branch,Business,248.73,3102,0,10,17696.44
2024-03-27,South,Savings,Mobile App,Retail,796.1,3447,0,4,45784.1
2023-04-15,East,Mortgages,Online,Premium,132.58,513,0,18,2184.0
2024-03-28,North,Loans,ATM,Student,695.67,450,0,2,47579.33
2024-03-07,East,Mortgages,Mobile App,Retail,661.35,2925,0,9,44277.44
2023-07-30,Central,Savings,Mobile App,Premium,265.13,3300,0,19,35024.96
2023-05-04,North,Insurance,Branch,Student,2207.43,4276,1,19,7134.38
2023-10-25,Central,Mortgages,Mobile App,Business,414.07,3937,0,19,23235.65
2024-09-08,North,Loans,Branch,Retail,11580.05,3377,1,2,10948.59
2023-09-09,Central,Credit Cards,Branch,Business,1522.7,1918,0,17,43571.22
2023-05-27,North,Loans,ATM,Student,6216.59,1153,0,2,49909.48
2024-09-09,North,Loans,Branch,Student,5374.94,1922,0,15,19167.4
2023-01-01,West,Loans,ATM,Retail,38898.4,1414,0,9,28372.52
2023-08-06,North,Savings,Mobile App,Student,1092.76,4942,0,5,5598.34
2024-11-23,West,Credit Cards,Online,Premium,2004.53,4584,0,15,14709.78
2024-11-09,North,Loans,Mobile App,Business,1164.56,3939,0,9,21757.34
2024-03-28,North,Mortgages,Branch,Premium,3399.21,1193,0,20,36549.98
2024-10-03,Central,Credit Cards,Branch,Student,724.52,4092,0,10,12114.32
2024-09-11,South,Loans,Branch,Business,458.76,3497,0,8,28739.75
2024-05-22,South,Loans,Mobile App,Retail,2171.06,1139,0,7,45987.24
2024-06-10,East,Insurance,ATM,Retail,2398.14,3149,0,15,1604.74
2023-04-22,East,Credit Cards,Online,Student,393.58,2651,1,19,42608.71
2023-07-15,East,Credit Cards,Online,Premium,1246.82,1908,0,6,8827.67
2023-02-10,North,Insurance,Branch,Premium,1042.49,1380,0,2,1211.26
2024-01-06,Central,Insurance,ATM,Retail,1646.93,4401,0,15,30847.97
2023-07-25,Central,Mortgages,Mobile App,Premium,191.88,2991,0,11,31566.9
2024-01-06,North,Mortgages,Branch,Student,74.86,2872,0,7,32576.12
2023-08-11,East,Savings,Online,Business,50.0,4966,0,2,28055.6
2024-01-08,North,Mortgages,Mobile App,Student,2923.31,2951,1,3,30348.2
2023-07-19,East,Insurance,Branch,Student,114.84,133,0,1,44844.89
2024-09-03,North,Credit Cards,Mobile App,Student,863.38,2830,0,7,38957.23
2023-08-13,West,Insurance,ATM,Premium,89.54,1548,0,8,47825.89
2024-10-11,South,Loans,ATM,Business,324.12,986,1,3,44719.24
2023-09-12,South,Mortgages,Online,Business,2950.81,3718,0,20,37268.45
2024-10-08,North,Savings,Mobile App,Premium,684.54,3615,0,10,32230.4
2023-04-09,North,Loans,Online,Business,327.08,3364,0,16,28043.29
2023-02-14,East,Credit Cards,Online,Premium,1727.62,1601,0,0,17889.92
2024-05-17,South,Insurance,Branch,Student,5615.03,175,1,13,21276.0
2023-06-21,East,Savings,ATM,Premium,201.81,588,0,3,8193.19
2023-03-17,North,Credit Cards,Online,Premium,642.63,1331,0,9,45031.68
2024-10-03,South,Credit Cards,ATM,Retail,493.27,964,0,17,19534.56
2024-08-22,East,Insurance,Branch,Retail,199.62,2875,0,6,44213.18
2023-07-05,East,Savings,Mobile App,Student,1637.05,2097,1,11,25782.11
2023-06-20,Central,Mortgages,Branch,Retail,1686.96,3306,0,5,23463.67
2024-07-29,North,Insurance,Online,Retail,4531.25,1898,0,12,25530.59
2024-04-11,North,Credit Cards,Online,Student,3470.85,396,0,2,46266.4
2024-04-23,Central,Credit Cards,Mobile App,Student,562.25,2824,0,6,11697.69
2024-04-10,South,Savings,ATM,Premium,1825.64,4741,0,14,4722.52
2023-03-09,North,Savings,Online,Premium,1072.05,2714,0,12,2080.53
2024-11-16,East,Savings,Branch,Business,1001.21,3633,0,19,15766.89
2023-10-21,Central,Loans,Branch,Business,1729.77,2357,0,16,37612.3
2024-04-26,North,Mortgages,Online,Student,190.17,4852,0,1,4228.19
2024-11-29,South,Savings,Online,Premium,206.36,2081,0,16,42618.94
2023-08-06,South,Insurance,Mobile App,Student,7558.24,4407,0,15,40671.34
2024-06-10,West,Loans,Mobile App,Business,62.95,1775,0,20,7735.8
2024-01-01,South,Loans,ATM,Student,2500.58,2599,0,2,41762.01
2024-04-16,South,Savings,ATM,Retail,2446.25,1533,0,15,8540.97
2023-12-16,North,Loans,Branch,Student,288.39,3131,0,1,21865.14
2023-04-21,South,Mortgages,Mobile App,Premium,21888.32,825,0,8,18303.39
2023-09-25,West,Insurance,ATM,Business,85.51,1865,0,6,42590.13
2024-10-12,South,Mortgages,Branch,Student,8557.37,3087,0,15,5245.09
2023-09-14,South,Loans,Online,Business,927.15,4608,0,12,40802.48
2024-04-20,North,Savings,ATM,Business,61.46,4925,0,5,1954.74
2023-07-07,East,Mortgages,ATM,Retail,960.79,823,0,15,39289.17
2023-08-27,South,Savings,ATM,Business,858.51,122,0,10,42376.93
2023-11-01,East,Insurance,Mobile App,Business,1298.48,2025,0,3,11045.74
2024-03-26,South,Mortgages,ATM,Retail,6786.0,3031,1,13,28814.02
2023-01-07,West,Insurance,Online,Retail,797.43,694,0,6,23260.14
2024-08-10,North,Mortgages,Branch,Business,304.77,2738,0,1,45453.33
2024-03-21,Central,Loans,Branch,Retail,1998.31,3337,1,5,34947.97
2024-05-10,North,Mortgages,Mobile App,Premium,1790.9,874,0,3,46174.66
2023-01-16,East,Mortgages,ATM,Retail,3672.53,3963,0,9,35431.4
2023-06-18,Central,Insurance,Online,Student,1902.88,3971,0,19,11635.93
2024-12-28,East,Loans,Branch,Student,66.59,4928,0,13,5597.84
2023-06-20,South,Loans,ATM,Premium,477.4,554,0,12,25575.55
2023-05-30,North,Mortgages,Online,Student,1214.01,1713,1,3,38638.19
2023-09-06,Central,Credit Cards,Branch,Premium,579.04,2800,0,8,28197.89
2023-03-09,East,Loans,Branch,Retail,203.85,710,0,6,11893.45
2023-04-09,Central,Savings,Branch,Student,12259.74,331,0,20,10894.74
2023-03-29,West,Savings,Branch,Student,3673.3,2347,0,0,46023.77
2024-11-19,East,Credit Cards,ATM,Retail,4890.29,3128,0,8,2231.07
2023-10-29,Central,Mortgages,Mobile App,Business,485.53,4870,0,8,3713.74
2024-06-13,East,Loans,Branch,Premium,1388.74,460,0,18,19844.1
2023-03-03,East,Insurance,Online,Premium,2054.53,2741,0,17,2166.63
2023-05-30,West,Savings,ATM,Business,1873.73,1609,0,3,48993.51
2024-08-22,West,Savings,ATM,Retail,1835.1,1716,0,17,22090.92
2023-06-28,Central,Mortgages,Mobile App,Business,233.56,2205,0,20,40592.19
2023-08-21,North,Loans,Branch,Retail,1067.88,4936,0,8,26496.7
2024-03-03,West,Loans,Mobile App,Business,192.9,1327,0,9,31018.23
2024-07-21,North,Credit Cards,Online,Business,2370.84,3877,0,9,36415.93
2024-06-19,North,Credit Cards,Mobile App,Retail,220.76,2756,0,7,45689.1
2024-04-05,Central,Loans,ATM,Retail,107.45,1920,0,19,2031.13
2024-06-18,Central,Savings,Mobile App,Premium,1341.3,3492,0,5,4817.17
2024-10-07,West,Savings,Branch,Retail,171.21,1893,0,9,28828.41
2023-12-11,North,Insurance,Online,Premium,960.53,2834,0,13,1642.26
2023-01-10,North,Insurance,Online,Student,674.35,1945,0,1,34352.58
2023-10-01,Central,Mortgages,ATM,Business,2941.1,954,0,11,40865.49
2023-12-28,South,Savings,Mobile App,Retail,7559.73,2336,0,8,45859.2
2023-08-29,North,Savings,ATM,Premium,470.75,3948,0,10,12436.34
2024-12-24,East,Savings,Branch,Business,4512.23,2131,0,19,5921.05
2023-12-27,East,Mortgages,Online,Premium,8121.08,1382,0,19,24894.09
2023-09-01,North,Loans,Online,Premium,1825.75,2479,0,14,49618.04
2024-11-20,North,Loans,Mobile App,Student,941.88,2302,0,1,1550.42
2023-01-23,North,Mortgages,Online,Retail,1692.07,1861,0,8,33520.55
2023-04-19,East,Credit Cards,ATM,Retail,6437.24,391,0,20,5999.52
2024-08-02,West,Insurance,Mobile App,Premium,107.44,4802,0,5,44689.25
2023-03-12,North,Loans,Mobile App,Student,1518.96,4105,1,12,28275.43
2024-03-23,North,Credit Cards,Branch,Student,50.0,2999,0,15,48715.9
2024-04-26,North,Savings,Branch,Business,290.68,1250,0,12,1994.96
2024-06-07,Central,Mortgages,ATM,Business,498.09,3766,0,12,46461.78
2023-08-02,South,Credit Cards,Mobile App,Business,1724.28,3097,0,18,36745.2
2024-05-26,Central,Credit Cards,Branch,Retail,50.0,4921,0,10,6528.51
2023-10-10,Central,Mortgages,ATM,Retail,17711.38,3954,0,4,13628.11
2024-02-29,West,Savings,ATM,Premium,780.33,713,0,14,38590.48
2023-07-11,Central,Insurance,Mobile App,Business,4733.02,1393,0,10,49943.02
2023-04-20,North,Credit Cards,ATM,Business,55.6,2246,0,19,10496.91
2023-04-23,North,Insurance,Mobile App,Business,2216.89,459,1,5,44279.39
2023-07-20,North,Loans,Branch,Business,930.75,2811,0,16,27610.75
2024-01-07,North,Mortgages,Online,Business,314.76,3344,0,0,39518.05
2023-05-30,East,Insurance,Online,Premium,1817.46,4047,0,0,35096.25
2024-09-25,West,Credit Cards,Online,Premium,128.38,4245,0,15,13124.04
2023-12-29,East,Savings,ATM,Student,2818.06,2227,0,20,24157.77
2024-07-05,South,Insurance,ATM,Business,4630.22,3403,0,2,49870.69
2023-07-29,South,Loans,Branch,Business,183.19,1269,0,3,8206.62
2024-12-19,South,Mortgages,ATM,Retail,4257.91,2164,0,3,46159.43
2024-07-24,North,Mortgages,Online,Retail,7075.54,490,0,3,17134.29
2024-10-31,Central,Loans,Online,Premium,142.0,2281,0,6,28025.4
2024-08-16,North,Mortgages,Branch,Student,405.9,2854,0,17,7843.94
2023-12-20,South,Credit Cards,ATM,Retail,999.75,2371,0,10,46522.45
2024-01-30,West,Loans,Mobile App,Business,164.1,1035,0,5,42564.76
2024-09-07,West,Savings,Online,Student,298.62,2249,0,17,49751.36
2024-04-21,North,Mortgages,Mobile App,Retail,2537.72,4250,0,13,41200.39
2023-10-04,Central,Credit Cards,Mobile App,Business,31161.68,4734,0,7,37816.47
2024-08-04,Central,Insurance,Branch,Business,4307.33,595,0,6,33968.75
2023-08-14,Central,Credit Cards,Branch,Student,309.91,3395,1,20,48980.87
2024-03-06,North,Mortgages,ATM,Business,722.64,3498,0,11,17347.83
2023-12-02,West,Mortgages,Mobile App,Business,2480.89,4111,0,13,17517.08
2024-11-10,Central,Insurance,Branch,Student,17340.5,3327,0,1,21260.57
2023-07-20,North,Credit Cards,Branch,Student,1569.68,3733,0,11,26539.19
2024-06-10,South,Credit Cards,Branch,Retail,350.28,2398,0,14,12065.34
2024-09-07,North,Mortgages,Online,Retail,661.12,481,0,14,49837.37
2023-06-15,East,Credit Cards,Branch,Business,741.03,1737,0,19,24795.76
2024-01-03,West,Loans,Online,Premium,7425.14,4604,0,5,7314.86
2024-11-28,East,Loans,Branch,Retail,4396.41,4588,0,1,12529.51
2024-03-14,West,Savings,Online,Retail,2602.44,502,0,12,17070.19
